key,en,pl
hubert_wanst_died_hubert_great_7_1,I got him! I got him! #1.50 Now where is my friend?,"Dopadłem go! Dopadłem go! #1.50 A teraz, gdzie jest mój przyjaciel?"
hubert_wanst_died_hubert_great_8_1,I got him! I got him! #1.80 Now where is my friend?,"Dopadłem go! Dopadłem go! #1.80 A teraz, gdzie jest mój przyjaciel?"
hubert_wanst_died_hubert_great_9_1,I got him! #1.10 Now where is my friend?,"Dopadłem go! #1.10 A teraz, gdzie jest mój przyjaciel?"
hubert_wanst_died_hubert_great_10_1,I got him! #1.10 I got him! Now w-where is my friend?,"Dopadłem go! #1.10 Dopadłem go! A teraz, g-gdzie jest mój przyjaciel?"
hubert_wanst_died_hubert_good_1_1,Alright. #0.90 All danger cleared.,No dobrze. #0.90 Niebezpieczeństwo zażegnane.
hubert_wanst_died_hubert_good_2_1,Alright. #0.80 All danger cleared.,No dobrze. #0.80 Niebezpieczeństwo zażegnane.
hubert_wanst_died_hubert_good_3_1,Alright. #0.80 All danger cleared!,No dobrze. #0.80 Niebezpieczeństwo zażegnane!
hubert_wanst_died_hubert_good_4_1,Alright. #0.80 All danger clear.,No dobrze. #0.80 Niebezpieczeństwo zażegnane.
hubert_wanst_died_hubert_medium_1_1,Don't mess with me. #1.10 You traitor!,Nie zadzieraj ze mną. #1.10 Ty zdrajco!
hubert_wanst_died_hubert_medium_2_1,"Don't mess with me, traitor!","Nie zadzieraj ze mną, zdrajco!"
hubert_wanst_died_hubert_medium_3_1,"Don't mess with me, traitor!","Nie zadzieraj ze mną, zdrajco!"
hubert_wanst_died_hubert_medium_4_1,"Don't mess with me, traitor!","Nie zadzieraj ze mną, zdrajco!"
hubert_wanst_died_hubert_medium_5_1,Don't you mess with me. #1.60 You traitor.,Nie waż się ze mną zadzierać. #1.60 Ty zdrajco.
hubert_wanst_died_hubert_bummed_1_1,I had to do it. #1.00 I really had to. #2.20 I'm sorry.,Musiałem to zrobić. #1.00 Naprawdę musiałem. #2.20 Przepraszam.
hubert_wanst_died_hubert_bummed_2_1,I had to do it. #1.00 I really had to. #2.40 I'm sorry.,Musiałem to zrobić. #1.00 Naprawdę musiałem. #2.40 Przepraszam.
hubert_wanst_died_hubert_bummed_3_1,I had to do it. #1.00 I really had to. #2.50 I'm sorry.,Musiałem to zrobić. #1.00 Naprawdę musiałem. #2.50 Przepraszam.
hubert_wanst_died_hubert_bummed_4_1,I had to do it. I had to do it. I had to do it. #2.00 I'm sorry.,Musiałem to zrobić. Musiałem to zrobić. Musiałem to zrobić. #2.00 Przepraszam.
hubert_wanst_died_hubert_angry_1_1,"Ugh, that was harsh.","Uch, to było brutalne."
hubert_wanst_died_hubert_angry_2_1,"Ugh, that was harsh.","Uch, to było brutalne."
hubert_wanst_died_hubert_angry_3_1,"Ugh, that was harsh.","Uch, to było brutalne."
hubert_wanst_died_hubert_angry_4_1,"Ugh, that was harsh.","Uch, to było brutalne."
hubert_wanst_died_hubert_angry_5_1,"Ugh, that was harsh.","Uch, to było brutalne."
hubert_wanst_died_hubert_postal_1_1,Aaah! #1.10 What have I become?,Aaa! #1.10 Kim ja się stałem?
hubert_wanst_died_hubert_postal_2_1,Aaah! #1.30 What have I become?,Aaa! #1.30 Kim ja się stałem?
hubert_wanst_died_hubert_postal_3_1,Aaah! #0.90 What have I become?,Aaa! #0.90 Kim ja się stałem?
hubert_wanst_died_hubert_postal_4_1,Freedom!,Wolność!
hubert_wanst_died_hubert_postal_5_1,Freedom!,Wolność!
hubert_wanst_died_hubert_postal_6_1,Freedom!,Wolność!
hubert_wanst_transform_monster_perfect_1_1,"Ah! What have you done to my friend? #2.00 Die, you meanie!","Ach! Co zrobiłeś mojemu przyjacielowi? #2.00 Giń, ty złośliwcze!"
hubert_wanst_transform_monster_perfect_2_1,"Ah! What have you done to my friend? #2.00 Die, you meanie!","Ach! Co zrobiłeś mojemu przyjacielowi? #2.00 Giń, ty złośliwcze!"
hubert_wanst_transform_monster_perfect_3_1,"Ah! What have you done to my friend? #1.90 Die, you meanie!","Ach! Co zrobiłeś mojemu przyjacielowi? #1.90 Giń, ty złośliwcze!"
hubert_wanst_transform_monster_great_1_1,A monster! #0.90 Help!,Potwór! #0.90 Pomocy!
hubert_wanst_transform_monster_great_2_1,A monster! #0.90 Help!,Potwór! #0.90 Pomocy!
hubert_wanst_transform_monster_great_3_1,A monster! #0.90 Help! Help!,Potwór! #0.90 Pomocy! Pomocy!
hubert_wanst_transform_monster_good_1_1,"Uhm, what's going on?","Yyy, co się dzieje?"
hubert_wanst_transform_monster_good_2_1,"Uuh, what's going on?","Uuu, co się dzieje?"
hubert_wanst_transform_monster_good_3_1,"Uuh, what is going on?","Uuu, co się dzieje?"
hubert_wanst_transform_monster_good_4_1,"Uuh, what's going on?","Uuu, co się dzieje?"
hubert_wanst_transform_monster_good_5_1,"Uhm, w-w-what's going on?","Yyy, c-c-co się dzieje?"
hubert_wanst_transform_monster_medium_1_1,You're a monster?,Jesteś potworem?
hubert_wanst_transform_monster_medium_2_1,You're... a monster?,Jesteś... potworem?
hubert_wanst_transform_monster_medium_3_1,You're a monster?,Jesteś potworem?
hubert_wanst_transform_monster_medium_4_1,You're a monster?,Jesteś potworem?
hubert_wanst_transform_monster_medium_5_1,You're a monster?,Jesteś potworem?
hubert_wanst_transform_monster_bummed_1_1,Now you show your true self!,Teraz pokazujesz swoje prawdziwe oblicze!
hubert_wanst_transform_monster_bummed_2_1,Now you show your true self!,Teraz pokazujesz swoje prawdziwe oblicze!
hubert_wanst_transform_monster_bummed_3_1,Now you show your true self!,Teraz pokazujesz swoje prawdziwe oblicze!
hubert_wanst_transform_monster_bummed_4_1,Now you show your true self!,Teraz pokazujesz swoje prawdziwe oblicze!
hubert_wanst_transform_monster_angry_1_1,I knew you were evil!,"Wiedziałem, że jesteś zły!"
hubert_wanst_transform_monster_angry_2_1,I knew you were evil!,"Wiedziałem, że jesteś zły!"
hubert_wanst_transform_monster_angry_3_1,I knew you were evil!,"Wiedziałem, że jesteś zły!"
hubert_wanst_transform_monster_angry_4_1,I knew you were evil!,"Wiedziałem, że jesteś zły!"
hubert_wanst_transform_monster_angry_5_1,I knew you were evil!,"Wiedziałem, że jesteś zły!"
hubert_wanst_transform_wanst_perfect_1_1,#0.80 Oh I'm so glad you are back here again!,"#0.80 Och, tak się cieszę, że znowu tu jesteś!"
hubert_wanst_transform_wanst_great_1_1,"Niiice, it's you! #1.50 Welcome back!","Świetnieee, to ty! #1.50 Witaj z powrotem!"
hubert_wanst_transform_wanst_great_2_1,"Niiice, it's you! #1.50 Welcome back!","Świetnieee, to ty! #1.50 Witaj z powrotem!"
hubert_wanst_transform_wanst_great_3_1,"Niiice, it's you! #1.50 Welcome back!","Świetnieee, to ty! #1.50 Witaj z powrotem!"
hubert_wanst_transform_wanst_great_4_1,"Niiice, it's you! #1.50 Welcome back!","Świetnieee, to ty! #1.50 Witaj z powrotem!"
hubert_wanst_transform_wanst_good_1_1,Oh wow. #1.10 How'd you do that?,O rety. #1.10 Jak ty to zrobiłeś?
hubert_wanst_transform_wanst_medium_1_1,You were that thing? #1.70 That's a bit... worrysome.,To byłeś ty? #1.70 To trochę... niepokojące.
hubert_wanst_transform_wanst_bummed_1_1,Oh. You're back? #1.50 Not sure how I feel about this.,"Och. Wróciłeś? #1.50 Nie wiem, co o tym sądzić."
hubert_wanst_transform_wanst_angry_1_1,Ahh it's you. I was almost going to kill you.,"Aaa, to ty. Prawie cię zabiłem."
hubert_transformback_perfect_1_1,"Wow, that was a fun experience!","Ho ho, ale to było zabawne doświadczenie!"
hubert_transformback_great_1_1,Ah. #0.60 I'm back to my tortoise-self again!,Ach. #0.60 Znów jestem sobą — żółwiem!
hubert_transformback_great_2_1,Ah. #0.60 I'm back to my tortoise-self again!,Ach. #0.60 Znów jestem sobą — żółwiem!
hubert_transformback_great_3_1,Ah. #0.70 I'm back to my tortoise-self again!,Ach. #0.70 Znów jestem sobą — żółwiem!
hubert_transformback_great_4_1,Ah. #0.60 I'm back to my tortoise-self again!,Ach. #0.60 Znów jestem sobą — żółwiem!
hubert_transformback_great_5_1,Ah. #0.60 I'm back to my tortoise-self again!,Ach. #0.60 Znów jestem sobą — żółwiem!
hubert_transformback_good_1_1,Phew. #0.60 I'm glad that's over!,"Uff. #0.60 Cieszę się, że to już koniec!"
hubert_transformback_good_2_1,Phew. #0.60 I'm glad that's over!,"Uff. #0.60 Cieszę się, że to już koniec!"
hubert_transformback_good_3_1,Phew. #0.60 I'm glad that's over!,"Uff. #0.60 Cieszę się, że to już koniec!"
hubert_transformback_good_4_1,Phew. #0.50 I'm glad that's over!,"Uff. #0.50 Cieszę się, że to już koniec!"
hubert_transformback_good_5_1,Phew. #0.70 I'm glad that's over!,"Uff. #0.70 Cieszę się, że to już koniec!"
hubert_transformback_medium_1_1,That was horrible!,To było okropne!
hubert_transformback_medium_2_1,That was horrible!,To było okropne!
hubert_transformback_medium_3_1,That was horrible!,To było okropne!
hubert_transformback_medium_4_1,That was horrible!,To było okropne!
hubert_transformback_medium_5_1,That was horrible!,To było okropne!
hubert_transformback_bummed_1_1,As a monster the world made sense at least.,Jako potwór przynajmniej świat miał sens.
hubert_transformback_bummed_2_1,As a monster the world made sense at least.,Jako potwór przynajmniej świat miał sens.
hubert_transformback_bummed_3_1,As a monster the world made sense at least.,Jako potwór przynajmniej świat miał sens.
hubert_transformback_angry_1_1,That was NOT fun!,To NIE było zabawne!
hubert_transformback_angry_2_1,That was NOT fun!,To NIE było zabawne!
hubert_transformback_angry_3_1,That was NOT fun!,To NIE było zabawne!
hubert_transformback_angry_4_1,That was NOT fun!,To NIE było zabawne!
hubert_transformback_angry_5_1,That was NOT fun!,To NIE było zabawne!
hubert_transformback_angry_6_1,That was NOT fun!,To NIE było zabawne!
hubert_attack_perfect_1_1_a,You stand no chance against us!,Nie macie z nami szans!
hubert_attack_perfect_1_1_b,You stand no chance against us!,Nie macie z nami szans!
hubert_attack_perfect_1_1_c,You stand no chance against us!,Nie macie z nami szans!
hubert_attack_perfect_1_1_d,You stand no chance against us!,Nie macie z nami szans!
hubert_attack_perfect_1_1_e,You stand no chance against us!,Nie macie z nami szans!
hubert_attack_perfect_2_1_a,Taste my club!,Skosztuj mojej maczugi!
hubert_attack_perfect_2_1_b,Taste my club!,Skosztuj mojej maczugi!
hubert_attack_perfect_2_1_c,Taste my club!,Skosztuj mojej maczugi!
hubert_attack_perfect_2_1_d,Taste my club!,Skosztuj mojej maczugi!
hubert_attack_perfect_3_1_a,You got nothing on us!,Nic na nas nie macie!
hubert_attack_perfect_3_1_b,You got nothing on us!,Nic na nas nie macie!
hubert_attack_perfect_3_1_c,You got nothing on us!,Nic na nas nie macie!
hubert_attack_perfect_4_1_a,Look how I juggle this club!,"Patrz, jak żongluję tą maczugą!"
hubert_attack_perfect_4_1_b,Look how I juggle this club!,"Patrz, jak żongluję tą maczugą!"
hubert_attack_perfect_4_1_c,Look how I juggle this club!,"Patrz, jak żongluję tą maczugą!"
hubert_attack_great_1_1_a,Get lost!,Spadaj!
hubert_attack_great_1_1_b,Get lost!,Spadaj!
hubert_attack_great_1_1_c,Get lost!,Spadaj!
hubert_attack_great_1_1_d,Get... get lost!,Spa... spadaj!
hubert_attack_great_2_1_a,Take this!,Masz to!
hubert_attack_great_2_1_b,Take this!,Masz to!
hubert_attack_great_2_1_c,Take this!,Masz to!
hubert_attack_great_2_1_d,Take this!,Masz to!
hubert_attack_great_2_1_e,Take this!,Masz to!
hubert_attack_great_2_1_f,Take this!,Masz to!
hubert_attack_great_3_1_a,Hiiiyah!,Hiiijaa!
hubert_attack_great_3_1_b,Hiiiyah!,Hiiijaa!
hubert_attack_great_3_1_c,Hiiiyah!,Hiiijaa!
hubert_attack_great_3_1_d,Hiiiyah!,Hiiijaa!
hubert_attack_great_3_1_e,Hiiiyah!,Hiiijaa!
hubert_attack_great_4_1_a,Hnng!,Hnng!
hubert_attack_great_4_1_b,Hnng!,Hnng!
hubert_attack_great_4_1_c,Hnng!,Hnng!
hubert_attack_great_4_1_d,Hnng!,Hnng!
hubert_attack_great_5_1_a,I'm sorry to hurt you!,"Przepraszam, że cię ranię!"
hubert_attack_great_5_1_b,I'm sorry I'm hurting you!,"Przepraszam, że cię ranię!"
hubert_attack_great_5_1_c,Sorry to hurt you!,Przepraszam za zranienie!
hubert_attack_great_5_1_d,I'm sorry to hurt you!,"Przepraszam, że cię ranię!"
hubert_attack_great_5_1_e,I'm sorry to hurt you!,"Przepraszam, że cię ranię!"
hubert_attack_good_1_1_a,Enough!,Wystarczy!
hubert_attack_good_1_1_b,Enough!,Wystarczy!
hubert_attack_good_1_1_c,Enough!,Wystarczy!
hubert_attack_good_1_1_d,Enough!,Wystarczy!
hubert_attack_good_2_1_a,Come at me!,Chodź no tu!
hubert_attack_good_2_1_b,Come at me!,Chodź no tu!
hubert_attack_good_2_1_c,Come at me!,Chodź no tu!
hubert_attack_good_2_1_d,Come at me!,Chodź no tu!
hubert_attack_good_3_1_a,Try me!,Spróbuj tylko!
hubert_attack_good_3_1_b,Try me!,Spróbuj tylko!
hubert_attack_good_3_1_c,Try me!,Spróbuj tylko!
hubert_attack_good_3_1_d,Try me!,Spróbuj tylko!
hubert_attack_good_4_1_a,I... I can protect myself!,Ja... ja potrafię się bronić!
hubert_attack_good_4_1_b,I... I can protect myself!,Ja... ja potrafię się bronić!
hubert_attack_good_4_1_c,I can protect myself!,Potrafię się bronić!
hubert_attack_good_4_1_d,I can protect myself!,Potrafię się bronić!
hubert_attack_good_5_1_a,This is just self defense!,To tylko samoobrona!
hubert_attack_good_5_1_b,This is just self defense!,To tylko samoobrona!
hubert_attack_good_5_1_c,This is just self defense!,To tylko samoobrona!
hubert_attack_good_5_1_d,This is just self defense!,To tylko samoobrona!
hubert_attack_medium_1_1_a,Not sure where this is going...,"Nie wiem, do czego to zmierza..."
hubert_attack_medium_1_1_b,Not sure where this is going...,"Nie wiem, do czego to zmierza..."
hubert_attack_medium_1_1_c,Not sure where this is going...,"Nie wiem, do czego to zmierza..."
hubert_attack_medium_2_1_a,So much work...,Tyle roboty...
hubert_attack_medium_2_1_b,So much work...,Tyle roboty...
hubert_attack_medium_2_1_c,So much work...,Tyle roboty...
hubert_attack_medium_2_1_d,Ugh. So much work...,Uch. Tyle roboty...
hubert_attack_medium_3_1_a,"Ugh, this is tedious.","Uch, to takie żmudne."
hubert_attack_medium_3_1_b,"Ugh, this is tedious.","Uch, to takie żmudne."
hubert_attack_medium_3_1_c,"Ugh, this is tedious.","Uch, to takie żmudne."
hubert_attack_medium_4_1_a,Please don't kill me!,"Proszę, nie zabijaj mnie!"
hubert_attack_medium_4_1_b,Please don't kill me!,"Proszę, nie zabijaj mnie!"
hubert_attack_medium_4_1_c,Please don't kill me!,"Proszę, nie zabijaj mnie!"
hubert_attack_medium_4_1_d,Please don't kill me!,"Proszę, nie zabijaj mnie!"
hubert_attack_medium_5_1_a,Ugh!,Uch!
hubert_attack_medium_5_1_b,Ugh!,Uch!
hubert_attack_medium_5_1_c,Hugh!,Hech!
hubert_attack_medium_5_1_d,Aghh!,Aaach!
hubert_attack_bummed_1_1_a,A little help here?,Mała pomoc?
hubert_attack_bummed_1_1_b,A little help here?,Mała pomoc?
hubert_attack_bummed_1_1_c,A little help here?,Mała pomoc?
hubert_attack_bummed_1_1_d,"A little help here, please?","Mała pomoc, proszę?"
hubert_attack_bummed_2_1_a,So pointless...,Takie bez sensu...
hubert_attack_bummed_2_1_b,So pointless...,Takie bez sensu...
hubert_attack_bummed_2_1_c,So pointless...,Takie bez sensu...
hubert_attack_bummed_2_1_d,So pointless...,Takie bez sensu...
hubert_attack_bummed_3_1_a,I don't want to die...,Nie chcę umierać...
hubert_attack_bummed_3_1_b,I don't want to die...,Nie chcę umierać...
hubert_attack_bummed_3_1_c,I don't want to die...,Nie chcę umierać...
hubert_attack_bummed_4_1_a,Leave me alone!,Zostaw mnie w spokoju!
hubert_attack_bummed_4_1_b,Leave me alone!,Zostaw mnie w spokoju!
hubert_attack_bummed_4_1_c,Leave me alone!,Zostaw mnie w spokoju!
hubert_attack_bummed_4_1_d,Ah! Leave me alone!,Ach! Zostaw mnie w spokoju!
hubert_attack_bummed_4_1_e,Leave me alone!,Zostaw mnie w spokoju!
hubert_attack_bummed_5_1_a,Aaah!,Aaa!
hubert_attack_bummed_5_1_b,Aaah!,Aaa!
hubert_attack_bummed_5_1_c,Aaah!,Aaa!
hubert_attack_bummed_5_1_d,Aaah!,Aaa!
hubert_attack_bummed_5_1_e,Aaah!,Aaa!
hubert_attack_bummed_5_1_f,Aaah!,Aaa!
hubert_attack_angry_1_1_a,Uff!,Uff!
hubert_attack_angry_1_1_b,Uff!,Uff!
hubert_attack_angry_1_1_c,Uff!,Uff!
hubert_attack_angry_1_1_d,Uff!,Uff!
hubert_attack_angry_1_1_e,Uff!,Uff!
hubert_attack_angry_2_1_a,Arrgh!,Aargh!
hubert_attack_angry_2_1_b,Arrgh!,Aargh!
hubert_attack_angry_2_1_c,Ugh!,Uch!
hubert_attack_angry_2_1_d,Ugh!,Uch!
hubert_attack_angry_3_1_a,You caught me on a bad day!,Trafiłeś na mój zły dzień!
hubert_attack_angry_3_1_b,You caught me on a bad day!,Trafiłeś na mój zły dzień!
hubert_attack_angry_3_1_c,You caught me on a bad day!,Trafiłeś na mój zły dzień!
hubert_attack_angry_3_1_d,You caught me on a bad day!,Trafiłeś na mój zły dzień!
hubert_attack_angry_4_1_a,I will fight back!,Będę walczył!
hubert_attack_angry_4_1_b,I will fight back!,Będę walczył!
hubert_attack_angry_4_1_c,I will fight back!,Będę walczył!
hubert_attack_angry_4_1_d,I will fight back!,Będę walczył!
hubert_attack_angry_5_1_a,Enough is enough!,Dość tego!
hubert_attack_angry_5_1_b,Enough is enough!,Dość tego!
hubert_attack_angry_5_1_c,Enough is enough!,Dość tego!
hubert_attack_angry_5_1_d,Enough is enough!,Dość tego!
hubert_scared_1_1,Uugh.,Uch.
hubert_scared_1_2,That flying thing gives me the creeps.,Ta latająca rzecz przyprawia mnie o gęsią skórkę.
hubert_scared_2_1,Uugh.,Uch.
hubert_scared_2_2,That flying thing gives me the creeps.,Ta latająca rzecz przyprawia mnie o gęsią skórkę.
hubert_scared_3_1,Ugh. #1.00 That flying thing gives me the creeps!,Uch. #1.00 Ta latająca rzecz przyprawia mnie o gęsią skórkę!
hubert_scared_4_1,Ugh. #0.70 That flying thing gives me the creeps!,Uch. #0.70 Ta latająca rzecz przyprawia mnie o gęsią skórkę!
hubert_scared_5_1,"Aah, he's getting closer.","Aaa, on się zbliża."
hubert_scared_6_1,Aaah...,Aaa...
hubert_scared_6_2,He's getting closer.,On się zbliża.
hubert_scared_7_1,"Aah, he's getting closer.","Aaa, on się zbliża."
hubert_scared_8_1,Aaah...,Aaa...
hubert_scared_8_2,He is getting closer.,On się zbliża.
hubert_scared_9_1,We have to get away from here. #1.60 He's coming!,Musimy stąd uciekać. #1.60 On nadchodzi!
hubert_scared_10_1,We have to get away from here. #1.80 He's coming!,Musimy stąd uciekać. #1.80 On nadchodzi!
hubert_scared_11_1,We have to get away from here. #1.90 He's coming!,Musimy stąd uciekać. #1.90 On nadchodzi!
hubert_scared_12_1,We have to get away from here. #1.30 He's coming!,Musimy stąd uciekać. #1.30 On nadchodzi!
hubert_scared_13_1,Run. We have to run!,Uciekaj. Musimy uciekać!
hubert_scared_14_1,Run. We have to run!,Uciekaj. Musimy uciekać!
hubert_scared_15_1,Run run run run run! #1.00 We have to run!,Uciekaj uciekaj uciekaj uciekaj uciekaj! #1.00 Musimy uciekać!
hubert_scared_16_1,Run. We have to run!,Uciekaj. Musimy uciekać!
hubert_gethit_1_1,Ugh!,Uch!
hubert_gethit_2_1,Ah!,Ach!
hubert_gethit_3_1,Ow!,Au!
hubert_gethit_4_1,Ahh.,Aach.
hubert_gethit_5_1,Ahh.,Aach.
hubert_gethit_6_1,Ahh.,Aach.
hubert_gethit_7_1,Ow!,Au!
hubert_gethit_8_1,Ow!,Au!
hubert_gethit_9_1,Ow!,Au!
hubert_gethit_10_1,Ow!,Au!
hubert_gethit_11_1,Ugh!,Uch!
hubert_gethit_12_1,Hghh!,Hgh!
hubert_gethit_13_1,Hghh!,Hgh!
hubert_gethit_14_1,Hghh!,Hgh!
hubert_gethit_15_1,Ouch!,Ała!
hubert_gethit_16_1,Ouch!,Ała!
hubert_gethit_17_1,Ouch!,Ała!
hubert_gethit_18_1,Ouch!,Ała!
hubert_gethit_19_1,Ouch!,Ała!
hubert_death_13_1,Oooh god!,Ooo boże!
hubert_death_14_1,Oh god.,O boże.
hubert_death_15_1,Ugh. Oh god!,Uch. O boże!
hubert_death_16_1,Sorry.,Przepraszam.
hubert_death_17_1,I'm so sorry.,Tak mi przykro.
hubert_death_18_1,Sorry!,Przepraszam!
hubert_death_19_1,Oooh. I'm sorry.,Ooo. Przepraszam.
hubert_death_20_1,Ow. I'm sorry.,Au. Przepraszam.
hubert_death_21_1,I'm sorry!,Przepraszam!
hubert_death_22_1,Sorry!,Przepraszam!
hubert_poison_perfect_1_1,Ugh. Oh. Looks like I've been poisoned. #2.50 Nevermind...#3.40  I'm sure we'll find a solution.,"Uch. Och. Wygląda na to, że zostałem otruty. #2.50 Nieważne...#3.40  Na pewno znajdziemy jakieś rozwiązanie."
hubert_poison_perfect_2_1,Ugh. Oh. Looks like I've been poisoned. #2.50 Nevermind...#3.40 I'm... I'm sure we'll find a solution.,"Uch. Och. Wygląda na to, że zostałem otruty. #2.50 Nieważne...#3.40 Ja... na pewno znajdziemy jakieś rozwiązanie."
hubert_poison_perfect_3_1,Uh oh. Looks like I've been poisoned. #2.00 Nevermind...#3.00  I'm sure we'll find a solution.,"Ojej. Wygląda na to, że zostałem otruty. #2.00 Nieważne...#3.00  Na pewno znajdziemy jakieś rozwiązanie."
hubert_poison_perfect_4_1,Ugh. Oh. Looks like I've been poisoned. #2.50 Nevermind...#4.00  I'm sure we'll find a solution.,"Uch. Och. Wygląda na to, że zostałem otruty. #2.50 Nieważne...#4.00  Na pewno znajdziemy jakieś rozwiązanie."
hubert_poison_medium_1_1,Oh. This doesn't feel good at all...,Och. To wcale nie jest przyjemne...
hubert_poison_medium_2_1,Oh. This doesn't feel good at all...,Och. To wcale nie jest przyjemne...
hubert_poison_medium_3_1,Oh. This doesn't feel good at all...,Och. To wcale nie jest przyjemne...
hubert_poison_medium_4_1,This doesn't feel good at all...,To wcale nie jest przyjemne...
hubert_poison_medium_5_1,Ugh. This doesn't feel good at all...,Uch. To wcale nie jest przyjemne...
hubert_poison_bummed_1_1,Ouch! #1.00 I hope this doesn't kill me...,"Ała! #1.00 Mam nadzieję, że mnie to nie zabije..."
hubert_poison_bummed_2_1,Ouch! #1.00 I hope this doesn't kill me...,"Ała! #1.00 Mam nadzieję, że mnie to nie zabije..."
hubert_poison_bummed_3_1,Ouch! #1.00 I hope this doesn't kill me...,"Ała! #1.00 Mam nadzieję, że mnie to nie zabije..."
hubert_poison_bummed_4_1,Ow! #0.80 I hope this doesn't kill me...,"Au! #0.80 Mam nadzieję, że mnie to nie zabije..."
hubert_poison_angry_1_1,Aaah! Why!?,Aaa! Dlaczego!?
hubert_poison_angry_2_1,Aaah! Why!?,Aaa! Dlaczego!?
hubert_poison_angry_3_1,Aaah! Why!?,Aaa! Dlaczego!?
hubert_poison_angry_4_1,Aaah! Why!?,Aaa! Dlaczego!?
hubert_weird_perfect_1_1,Whoa! #0.70 My skin has changed to an exciting new color. #3.50 Thanks!,O rety! #0.70 Moja skóra zmieniła kolor na ekscytujący nowy odcień. #3.50 Dzięki!
hubert_weird_perfect_2_1,Whoa! #0.50 My skin has changed to an exciting new color. #3.00 Thanks!,O rety! #0.50 Moja skóra zmieniła kolor na ekscytujący nowy odcień. #3.00 Dzięki!
hubert_weird_perfect_3_1,Whoa! #0.70 My skin has changed to an exciting new color. #3.00 Thanks!,O rety! #0.70 Moja skóra zmieniła kolor na ekscytujący nowy odcień. #3.00 Dzięki!
hubert_weird_perfect_4_1,Whoa! #0.50 My skin has changed to an exciting new color. #3.00 Heck yeah!,"O rety! #0.50 Moja skóra zmieniła kolor na ekscytujący nowy odcień. #3.00 O tak, super!"
hubert_weird_good_1_1,Do I look ok?,Dobrze wyglądam?
hubert_weird_good_2_1,Do I look ok?,Dobrze wyglądam?
hubert_weird_good_3_1,Do I look ok?,Dobrze wyglądam?
hubert_weird_good_4_1,Do I look ok?,Dobrze wyglądam?
hubert_weird_medium_1_1,"Uhm, I didn't really ask for this...","Yyy, nie prosiłem się o to..."
hubert_weird_medium_2_1,"Uhm, I didn't really ask for this...","Yyy, nie prosiłem się o to..."
hubert_weird_medium_3_1,Uhm... #1.00 I didn't really ask for this...,Yyy... #1.00 Nie prosiłem się o to...
hubert_weird_medium_4_1,"Uhm, I didn't really ask for this...","Yyy, nie prosiłem się o to..."
hubert_weird_bummed_1_1,Oh great... #0.90 Now I look like the fool that I am.,"No super... #0.90 Teraz wyglądam jak głupek, którym jestem."
hubert_weird_bummed_2_1,Oh great... #1.20 Now I look like the fool that I am.,"No super... #1.20 Teraz wyglądam jak głupek, którym jestem."
hubert_weird_bummed_3_1,Oh great... #1.10 Now I look like the fool that I am.,"No super... #1.10 Teraz wyglądam jak głupek, którym jestem."
hubert_weird_angry_1_1,Stop this nonesense!,Przestań z tymi bzdurami!
hubert_weird_angry_2_1,Stop this nonesense!,Przestań z tymi bzdurami!
hubert_weird_angry_3_1,Stop this nonesense!,Przestań z tymi bzdurami!
hubert_weird_angry_4_1,Stop this nonesense!,Przestań z tymi bzdurami!
hubert_weird_angry_5_1,Stop this nonesense now!,Przestań już z tymi bzdurami!
hubert_anti_perfect_1_1,"Thanks, I feel super healthy now!","Dzięki, czuję się teraz super zdrowo!"
hubert_anti_perfect_2_1,"Thanks, I feel super healthy now!","Dzięki, czuję się teraz super zdrowo!"
hubert_anti_perfect_3_1,"Thanks, I feel super healthy now!","Dzięki, czuję się teraz super zdrowo!"
hubert_anti_perfect_4_1,Phew! I feel much better.,Uff! Czuję się dużo lepiej.
hubert_anti_perfect_5_1,Phew! I feel much better.,Uff! Czuję się dużo lepiej.
hubert_anti_perfect_6_1,Phew! I feel much better.,Uff! Czuję się dużo lepiej.
hubert_anti_perfect_7_1,Aaah! #0.79 I've never been this healthy!,Aaa! #0.79 Nigdy nie byłem tak zdrowy!
hubert_anti_perfect_8_1,Aaah! #0.79 I've never been this healthy!,Aaa! #0.79 Nigdy nie byłem tak zdrowy!
hubert_anti_perfect_9_1,Aaah! #0.79 I've never been this healthy!,Aaa! #0.79 Nigdy nie byłem tak zdrowy!
hubert_anti_perfect_10_1,Aaah! #0.79 I've never been this healthy!,Aaa! #0.79 Nigdy nie byłem tak zdrowy!
hubert_anti_great_1_1,"Whew, thanks! #1.40 I can feel my limbs again!","Uff, dzięki! #1.40 Znów czuję swoje kończyny!"
hubert_anti_great_2_1,"Whew, thanks! #1.30 I can feel my limbs again!","Uff, dzięki! #1.30 Znów czuję swoje kończyny!"
hubert_anti_great_3_1,"Whew, thanks! #1.40 I can feel my limbs again!","Uff, dzięki! #1.40 Znów czuję swoje kończyny!"
hubert_anti_good_1_1,Alright. #0.80 I think the worst part is over.,No dobrze. #0.80 Chyba najgorsze już za nami.
hubert_anti_good_2_1,Alright. #0.80 I think the worst part is over.,No dobrze. #0.80 Chyba najgorsze już za nami.
hubert_anti_good_3_1,Alright. #0.80 I think the worst part is over.,No dobrze. #0.80 Chyba najgorsze już za nami.
hubert_anti_good_4_1,Alright. #0.80 I think the worst part is over.,No dobrze. #0.80 Chyba najgorsze już za nami.
